lambda, albedo, <cos>, # of angles
   0.55100   0.67312   0.53689   161
cos(theta),     S11,               S12,             S33,             S34
 0.8375  1.5608736668E+00 -9.0363274500E-02  1.5140012266E+00  2.1699844191E-01
 0.8500  1.6361265497E+00 -8.8715095071E-02  1.5928217790E+00  2.1406785176E-01
 0.8625  1.7164739545E+00 -8.6656059863E-02  1.6768934871E+00  2.1015483275E-01
 0.8750  1.8024379283E+00 -8.4120055436E-02  1.7667390564E+00  2.0508321615E-01
 0.8875  1.8946259056E+00 -8.1026734679E-02  1.8629602968E+00  1.9863474617E-01
 0.9000  1.9937491244E+00 -7.7277559636E-02  1.9662532137E+00  1.9053763922E-01
 0.9125  2.1006454274E+00 -7.2750678645E-02  2.0774261956E+00  1.8045202697E-01
 0.9250  2.2163075149E+00 -6.7294303235E-02  2.1974219386E+00  1.6795145978E-01
 0.9375  2.3419179796E+00 -6.0718158295E-02  2.3273438761E+00  1.5249943791E-01
 0.9500  2.4788927702E+00 -5.2782463065E-02  2.4684880411E+00  1.3341967607E-01
 0.9625  2.6289351336E+00 -4.3183754323E-02  2.6223814684E+00  1.0985848245E-01
 0.9750  2.7941025717E+00 -3.1536679264E-02  2.7908284726E+00  8.0737229065E-02
 0.9875  2.9768899630E+00 -1.7350654729E-02  2.9759663966E+00  4.4692389660E-02
 1.0000  3.1803327442E+00  0.0000000000E+00  3.1803327442E+00 -2.0552483955E-17
